case_id,proba,model_pred,requires_review,escalation_level
1,0.2546595111941128,0,True,manual_review
2,0.3652084955942385,0,True,manual_review
3,0.24074938380187813,0,True,manual_review
4,0.5522294829342678,1,True,manual_review
5,0.4434558083476202,0,True,manual_review
6,0.6310879837353564,1,True,manual_review
7,0.2505454835145089,0,True,manual_review
8,0.2020312296964529,0,True,manual_review
9,0.619367642462027,1,True,manual_review
10,0.5604694271179936,1,True,manual_review
11,0.0345309327006577,0,False,auto_reject
12,0.04088813559665547,0,False,auto_reject
13,0.40495082326119625,0,True,manual_review
14,0.7757710085949242,1,True,manual_review
15,0.5339441498811872,1,True,manual_review
16,0.8535102710735285,1,False,auto_approve
17,0.4837986605324486,0,True,manual_review
18,0.8302453601642279,1,False,auto_approve
19,0.18739583659057513,0,False,auto_reject
20,0.2410883461499107,0,True,manual_review
21,0.17463785572984739,0,False,auto_reject
22,0.1842709239663555,0,False,auto_reject
23,0.16634789889160342,0,False,auto_reject
24,0.22066847087501998,0,True,manual_review
25,0.3003089857110757,0,True,manual_review
26,0.13275575471855777,0,False,auto_reject
27,0.35482136877899545,0,True,manual_review
28,0.40278023024707077,0,True,manual_review
29,0.3696800469984825,0,True,manual_review
30,0.5178330966015275,1,True,manual_review
31,0.6069106583505577,1,True,manual_review
32,0.39875520213663995,0,True,manual_review
33,0.29323391103784074,0,True,manual_review
34,0.3305225151163342,0,True,manual_review
35,0.9019855649809981,1,False,auto_approve
36,0.5129148937805874,1,True,manual_review
37,0.6558438934382028,1,True,manual_review
38,0.7120364215760054,1,True,manual_review
39,0.7032844993325109,1,True,manual_review
40,0.7910041481767807,1,True,manual_review
41,0.6310532821452433,1,True,manual_review
42,0.539470848055,1,True,manual_review
43,0.5752552878219376,1,True,manual_review
44,0.19720348528701231,0,False,auto_reject
45,0.37844308494787765,0,True,manual_review
46,0.3747406049064192,0,True,manual_review
47,0.27233543105420166,0,True,manual_review
48,0.7034937221350518,1,True,manual_review
49,0.47043192727489075,0,True,manual_review
50,0.5296996469764261,1,True,manual_review
51,0.31788348146581,0,True,manual_review
52,0.12642094833468143,0,False,auto_reject
53,0.21203833816874498,0,True,manual_review
54,0.6106650465939372,1,True,manual_review
55,0.3809498171562395,0,True,manual_review
56,0.11330836036146807,0,False,auto_reject
57,0.8400511875686582,1,False,auto_approve
58,0.7625414718009507,1,True,manual_review
59,0.13087564330164664,0,False,auto_reject
60,0.35315166719967395,0,True,manual_review
61,0.5422877758370933,1,True,manual_review
62,0.254338420806975,0,True,manual_review
63,0.6622570640158573,1,True,manual_review
64,0.09625032808493127,0,False,auto_reject
65,0.20633837979212236,0,True,manual_review
66,0.15384909597158125,0,False,auto_reject
67,0.4397358536277651,0,True,manual_review
68,0.2674737086650298,0,True,manual_review
69,0.1289392330844323,0,False,auto_reject
70,0.06755775933188372,0,False,auto_reject
71,0.30470224045438854,0,True,manual_review
72,0.28954488822569796,0,True,manual_review
73,0.04070798706189883,0,False,auto_reject
74,0.121123128068537,0,False,auto_reject
75,0.4394903265187446,0,True,manual_review
76,0.6229175335513504,1,True,manual_review
77,0.35325448416172156,0,True,manual_review
78,0.36169520052550236,0,True,manual_review
79,0.13607216612972067,0,False,auto_reject
80,0.815643838033205,1,False,auto_approve
81,0.4286791566246022,0,True,manual_review
82,0.42621451810730354,0,True,manual_review
83,0.36777892025270065,0,True,manual_review
84,0.24605653423765383,0,True,manual_review
85,0.21130661769433878,0,True,manual_review
86,0.3151440899250288,0,True,manual_review
87,0.3712978086340338,0,True,manual_review
88,0.4393532084077365,0,True,manual_review
89,0.3464884439159063,0,True,manual_review
90,0.36310887929662955,0,True,manual_review
91,0.487475504340671,0,True,manual_review
92,0.552260902976084,1,True,manual_review
93,0.3848485424690531,0,True,manual_review
94,0.4192437076536655,0,True,manual_review
95,0.4976675629486404,0,True,manual_review
96,0.18811348736919487,0,False,auto_reject
97,0.2808404049920863,0,True,manual_review
98,0.4072644651921844,0,True,manual_review
99,0.3290147532275972,0,True,manual_review
100,0.361663507415461,0,True,manual_review
101,0.7372746522071386,1,True,manual_review
102,0.4218843224632985,0,True,manual_review
103,0.5595634995626392,1,True,manual_review
104,0.6994187713171502,1,True,manual_review
105,0.40465891901687273,0,True,manual_review
106,0.5856450921804327,1,True,manual_review
107,0.3837871612978247,0,True,manual_review
108,0.14922056430302713,0,False,auto_reject
109,0.3517519719574754,0,True,manual_review
110,0.2643850843399115,0,True,manual_review
111,0.8289808561450014,1,False,auto_approve
112,0.22474615410782764,0,True,manual_review
113,0.34628637968866943,0,True,manual_review
114,0.13561435319744405,0,False,auto_reject
115,0.3067977004042601,0,True,manual_review
116,0.7943410117715639,1,True,manual_review
117,0.11772049098056128,0,False,auto_reject
118,0.1318949532758422,0,False,auto_reject
119,0.5270817564772754,1,True,manual_review
120,0.486642780764962,0,True,manual_review
121,0.914408247642276,1,False,auto_approve
122,0.7026086313415225,1,True,manual_review
123,0.253588277618075,0,True,manual_review
124,0.4020746664159574,0,True,manual_review
125,0.6203774116315406,1,True,manual_review
126,0.7291027470637673,1,True,manual_review
127,0.19718412761594845,0,False,auto_reject
128,0.28595366130813166,0,True,manual_review
129,0.1768804149071766,0,False,auto_reject
130,0.42747175715168273,0,True,manual_review
131,0.29336485290838255,0,True,manual_review
132,0.9182775851917302,1,False,auto_approve
133,0.26721091261421404,0,True,manual_review
134,0.39379328304606986,0,True,manual_review
135,0.4566317939196046,0,True,manual_review
136,0.3884716448967935,0,True,manual_review
137,0.6046573630169082,1,True,manual_review
138,0.10202858335806524,0,False,auto_reject
139,0.8909566613704275,1,False,auto_approve
140,0.39760314735691726,0,True,manual_review
141,0.4771107592817775,0,True,manual_review
142,0.3231096178519356,0,True,manual_review
143,0.6128196316878209,1,True,manual_review
144,0.5837165400928473,1,True,manual_review
145,0.4523744362842743,0,True,manual_review
146,0.6275419635850162,1,True,manual_review
147,0.4147825821972015,0,True,manual_review
148,0.31422339827650153,0,True,manual_review
149,0.2851101666507285,0,True,manual_review
150,0.5458944075515018,1,True,manual_review
151,0.43641326454541046,0,True,manual_review
152,0.6150602102463484,1,True,manual_review
153,0.20349077914947036,0,True,manual_review
154,0.6380534511936468,1,True,manual_review
155,0.6061818495322662,1,True,manual_review
156,0.12029247807968854,0,False,auto_reject
157,0.4843123738069116,0,True,manual_review
158,0.3890232018000278,0,True,manual_review
159,0.17122324626237972,0,False,auto_reject
160,0.16895378521001486,0,False,auto_reject
161,0.9702919403395757,1,False,auto_approve
162,0.5571395547505414,1,True,manual_review
163,0.40161495866345603,0,True,manual_review
164,0.29068424250446484,0,True,manual_review
165,0.6495844440360261,1,True,manual_review
166,0.33221914419516363,0,True,manual_review
167,0.6760544185761795,1,True,manual_review
168,0.39932204438302793,0,True,manual_review
169,0.8726346230266782,1,False,auto_approve
170,0.26026841187867983,0,True,manual_review
171,0.15135985742986635,0,False,auto_reject
172,0.3225455418096671,0,True,manual_review
173,0.6023117677604936,1,True,manual_review
174,0.527153761717686,1,True,manual_review
175,0.059208433242448746,0,False,auto_reject
176,0.3782602883656978,0,True,manual_review
177,0.2625627892067164,0,True,manual_review
178,0.15653692141846517,0,False,auto_reject
179,0.5759465169947189,1,True,manual_review
180,0.3921760973063486,0,True,manual_review
181,0.06190443570504151,0,False,auto_reject
182,0.25180610726135655,0,True,manual_review
183,0.23727911751854153,0,True,manual_review
184,0.5403543532592451,1,True,manual_review
185,0.32522504887227693,0,True,manual_review
186,0.14157387711066324,0,False,auto_reject
187,0.46295477925252004,0,True,manual_review
188,0.32396065451889505,0,True,manual_review
189,0.7411944700329606,1,True,manual_review
190,0.41155351363492376,0,True,manual_review
191,0.4841457112385203,0,True,manual_review
192,0.4253676926858132,0,True,manual_review
193,0.48068207612304364,0,True,manual_review
194,0.35847819900625955,0,True,manual_review
195,0.5184728158676005,1,True,manual_review
196,0.5736461829840329,1,True,manual_review
197,0.5879576607662049,1,True,manual_review
198,0.22600544779275047,0,True,manual_review
199,0.5579318055639798,1,True,manual_review
200,0.23470181676148508,0,True,manual_review
201,0.24798624394662142,0,True,manual_review
202,0.658013073240727,1,True,manual_review
203,0.5601657418161293,1,True,manual_review
204,0.14486748704247984,0,False,auto_reject
205,0.21848426336879795,0,True,manual_review
206,0.18081146896723632,0,False,auto_reject
207,0.05376560225975998,0,False,auto_reject
208,0.4431394609857034,0,True,manual_review
209,0.3947890050153862,0,True,manual_review
210,0.9516690813401864,1,False,auto_approve
211,0.6076518930480369,1,True,manual_review
212,0.2650326938804964,0,True,manual_review
213,0.3522900720633336,0,True,manual_review
214,0.8059069301538617,1,False,auto_approve
215,0.1670797804767875,0,False,auto_reject
216,0.2008647181704843,0,True,manual_review
217,0.4804215682023012,0,True,manual_review
218,0.3238893161278534,0,True,manual_review
219,0.4206043874053249,0,True,manual_review
220,0.6622714977581865,1,True,manual_review
221,0.22965619412030977,0,True,manual_review
222,0.4899114953148876,0,True,manual_review
223,0.22970735631889086,0,True,manual_review
224,0.9053589774344313,1,False,auto_approve
225,0.8169070458048476,1,False,auto_approve
226,0.40421904254759844,0,True,manual_review
227,0.30080673229131977,0,True,manual_review
228,0.42858148935543333,0,True,manual_review
229,0.2750428129563272,0,True,manual_review
230,0.38130338832362864,0,True,manual_review
231,0.128239449564093,0,False,auto_reject
232,0.30258392553745345,0,True,manual_review
233,0.3826833145005936,0,True,manual_review
234,0.16988948698881684,0,False,auto_reject
235,0.5488165501977317,1,True,manual_review
236,0.6237398824058721,1,True,manual_review
237,0.41226363214613077,0,True,manual_review
238,0.37432219587347143,0,True,manual_review
239,0.7709645642005416,1,True,manual_review
240,0.27214054381516734,0,True,manual_review
241,0.2004011240328305,0,True,manual_review
242,0.10170799808803348,0,False,auto_reject
243,0.6583198866341289,1,True,manual_review
244,0.43810904204514495,0,True,manual_review
245,0.9375760193963114,1,False,auto_approve
246,0.4700200859631951,0,True,manual_review
247,0.2246474680374295,0,True,manual_review
248,0.10633112960484119,0,False,auto_reject
249,0.8569398203810913,1,False,auto_approve
250,0.47909964139506345,0,True,manual_review
251,0.41304637903398544,0,True,manual_review
252,0.6402011147416514,1,True,manual_review
253,0.6354228607760035,1,True,manual_review
254,0.10264807274245369,0,False,auto_reject
255,0.20773456426170891,0,True,manual_review
256,0.8456380821402346,1,False,auto_approve
257,0.5877890296418773,1,True,manual_review
258,0.93385788673674,1,False,auto_approve
259,0.35822683501088404,0,True,manual_review
260,0.7819154456252135,1,True,manual_review
261,0.24662232328892925,0,True,manual_review
262,0.5096436972922882,1,True,manual_review
263,0.28098241803601326,0,True,manual_review
264,0.37107778088270543,0,True,manual_review
265,0.5360591110024859,1,True,manual_review
266,0.06364852471187447,0,False,auto_reject
267,0.5592089550828012,1,True,manual_review
268,0.5787085928413701,1,True,manual_review
269,0.16420403031841846,0,False,auto_reject
270,0.4875581707387583,0,True,manual_review
271,0.40596914090196445,0,True,manual_review
272,0.19160142309688158,0,False,auto_reject
273,0.14082094844374096,0,False,auto_reject
274,0.2401960043596956,0,True,manual_review
275,0.5490662593787392,1,True,manual_review
276,0.10699663068907841,0,False,auto_reject
277,0.46311821745526205,0,True,manual_review
278,0.350471217857842,0,True,manual_review
279,0.4313496787262643,0,True,manual_review
280,0.2654129508762641,0,True,manual_review
281,0.33121965846615536,0,True,manual_review
282,0.2964720118522173,0,True,manual_review
283,0.5200635942423639,1,True,manual_review
284,0.8096705701430754,1,False,auto_approve
285,0.30099414129179325,0,True,manual_review
286,0.5012002969110917,1,True,manual_review
287,0.2544553827063133,0,True,manual_review
288,0.8311468166865675,1,False,auto_approve
289,0.2013884106845492,0,True,manual_review
290,0.27812879732275975,0,True,manual_review
291,0.4922598303395238,0,True,manual_review
292,0.8896665953253848,1,False,auto_approve
293,0.042801732975202074,0,False,auto_reject
294,0.9064764427798633,1,False,auto_approve
295,0.05999909625486082,0,False,auto_reject
296,0.5544070184216577,1,True,manual_review
297,0.39956377028022955,0,True,manual_review
298,0.35331987844130186,0,True,manual_review
299,0.35828461618604274,0,True,manual_review
300,0.2013557080623536,0,True,manual_review
301,0.16644341149222056,0,False,auto_reject
302,0.8029291153785455,1,False,auto_approve
303,0.1147196907034774,0,False,auto_reject
304,0.5118188944443608,1,True,manual_review
305,0.372761988992564,0,True,manual_review
306,0.44283544329310065,0,True,manual_review
307,0.4393153399471473,0,True,manual_review
308,0.5048932387356876,1,True,manual_review
309,0.41624633863537464,0,True,manual_review
310,0.04145762498828194,0,False,auto_reject
311,0.30655828019182113,0,True,manual_review
312,0.5748425752470154,1,True,manual_review
313,0.2905440451597818,0,True,manual_review
314,0.27251705910191015,0,True,manual_review
315,0.26299469793954483,0,True,manual_review
316,0.19392841919716408,0,False,auto_reject
317,0.5222721210597966,1,True,manual_review
318,0.06665269748914551,0,False,auto_reject
319,0.08079874793491129,0,False,auto_reject
320,0.5113149694900855,1,True,manual_review
321,0.88934703814145,1,False,auto_approve
322,0.4608801082617897,0,True,manual_review
323,0.7592415696629038,1,True,manual_review
324,0.2655484467515711,0,True,manual_review
325,0.06498118304965639,0,False,auto_reject
326,0.481615375771614,0,True,manual_review
327,0.0763997394381279,0,False,auto_reject
328,0.908624159740368,1,False,auto_approve
329,0.5753151931333207,1,True,manual_review
330,0.29959839224982854,0,True,manual_review
331,0.3108577104295192,0,True,manual_review
332,0.2498820922024159,0,True,manual_review
333,0.4439438937208585,0,True,manual_review
334,0.1552760490934137,0,False,auto_reject
335,0.2970455818754069,0,True,manual_review
336,0.3897646460780578,0,True,manual_review
337,0.2793429133572858,0,True,manual_review
338,0.6781985131632988,1,True,manual_review
339,0.19624902319509205,0,False,auto_reject
340,0.14364735945033086,0,False,auto_reject
341,0.10792695395525512,0,False,auto_reject
342,0.8379968387350354,1,False,auto_approve
343,0.26720398798642964,0,True,manual_review
344,0.6197098401272167,1,True,manual_review
345,0.6420699208093985,1,True,manual_review
346,0.8425270972098103,1,False,auto_approve
347,0.07821290947641178,0,False,auto_reject
348,0.30334910203192356,0,True,manual_review
349,0.08001132548225859,0,False,auto_reject
350,0.32469848975775073,0,True,manual_review
351,0.16854836754640307,0,False,auto_reject
352,0.20324726269945756,0,True,manual_review
353,0.3068752400172395,0,True,manual_review
354,0.13537450804015375,0,False,auto_reject
355,0.4756218839340551,0,True,manual_review
356,0.25859386868973067,0,True,manual_review
357,0.6426533579498481,1,True,manual_review
358,0.11831799677757239,0,False,auto_reject
359,0.33494069988385783,0,True,manual_review
360,0.32111113462613455,0,True,manual_review
361,0.0662170894924873,0,False,auto_reject
362,0.08633144602321018,0,False,auto_reject
363,0.8499314367261775,1,False,auto_approve
364,0.2270607009239239,0,True,manual_review
365,0.22804227591776727,0,True,manual_review
366,0.861807025987146,1,False,auto_approve
367,0.2179381311301656,0,True,manual_review
368,0.34780717525595,0,True,manual_review
369,0.2405268052364508,0,True,manual_review
370,0.8537218599492961,1,False,auto_approve
371,0.8596105507151466,1,False,auto_approve
372,0.970624343014198,1,False,auto_approve
373,0.20690694213497549,0,True,manual_review
374,0.7862493865233348,1,True,manual_review
375,0.6346166399610742,1,True,manual_review
376,0.2941075522778834,0,True,manual_review
377,0.46304582473764094,0,True,manual_review
378,0.5169725133637199,1,True,manual_review
379,0.5214104105369964,1,True,manual_review
380,0.34739565757325713,0,True,manual_review
381,0.05628599578885697,0,False,auto_reject
382,0.3853488987759356,0,True,manual_review
383,0.6427047483108141,1,True,manual_review
384,0.15660353007484915,0,False,auto_reject
385,0.42710395647245636,0,True,manual_review
386,0.2517219243701846,0,True,manual_review
387,0.09360602076282809,0,False,auto_reject
388,0.40059723493789834,0,True,manual_review
389,0.5581294021809255,1,True,manual_review
390,0.21853846906888832,0,True,manual_review
391,0.2580908332923266,0,True,manual_review
392,0.5716679956170084,1,True,manual_review
393,0.4654580606192843,0,True,manual_review
394,0.1844478175663687,0,False,auto_reject
395,0.3514637014664385,0,True,manual_review
396,0.19945449899371906,0,False,auto_reject
397,0.1697099267764798,0,False,auto_reject
398,0.2966368127096102,0,True,manual_review
399,0.12645926056508908,0,False,auto_reject
400,0.3489370307835189,0,True,manual_review
401,0.26944037456443515,0,True,manual_review
402,0.2116203347933666,0,True,manual_review
403,0.3780194345047441,0,True,manual_review
404,0.38117981478362534,0,True,manual_review
405,0.20069304267671978,0,True,manual_review
406,0.03996605586772234,0,False,auto_reject
407,0.4694260070086127,0,True,manual_review
408,0.8514754219519246,1,False,auto_approve
409,0.09912023354952826,0,False,auto_reject
410,0.17601678252652544,0,False,auto_reject
411,0.24525509518059038,0,True,manual_review
412,0.4708083849599379,0,True,manual_review
413,0.1697868168333985,0,False,auto_reject
414,0.4153086967291326,0,True,manual_review
415,0.7721938747310155,1,True,manual_review
416,0.5508728799160593,1,True,manual_review
417,0.6378605465601949,1,True,manual_review
418,0.3046982072106992,0,True,manual_review
419,0.2686562198232291,0,True,manual_review
420,0.39924245664684155,0,True,manual_review
421,0.16449427424225146,0,False,auto_reject
422,0.17977307344269677,0,False,auto_reject
423,0.17540981449789497,0,False,auto_reject
424,0.0673803997109178,0,False,auto_reject
425,0.42247561029219705,0,True,manual_review
426,0.7196624649825408,1,True,manual_review
427,0.4908734965413201,0,True,manual_review
428,0.6777430520318989,1,True,manual_review
429,0.5464949460348545,1,True,manual_review
430,0.6940130845092376,1,True,manual_review
431,0.809717602625711,1,False,auto_approve
432,0.47881807892387135,0,True,manual_review
433,0.3709797847462543,0,True,manual_review
434,0.2390851651854896,0,True,manual_review
435,0.24152908320831531,0,True,manual_review
436,0.4406576370058469,0,True,manual_review
437,0.3044323412828225,0,True,manual_review
438,0.01694938286255724,0,False,auto_reject
439,0.16318692485204758,0,False,auto_reject
440,0.47274670565967497,0,True,manual_review
441,0.2194451967832039,0,True,manual_review
442,0.28880459620258137,0,True,manual_review
443,0.4683606082738006,0,True,manual_review
444,0.43489058709335915,0,True,manual_review
445,0.18453807492642765,0,False,auto_reject
446,0.5475429746862928,1,True,manual_review
447,0.5189585044988693,1,True,manual_review
448,0.06605507219994734,0,False,auto_reject
449,0.13373348968918916,0,False,auto_reject
450,0.2180393630650335,0,True,manual_review
